canonical_UniProtAC	condensate_id	condensate_name	condensate_type
Q8N3C0	804901D1	Nuclear speckle	biomolecular
Q9NR00	804901D1	Nuclear speckle	biomolecular
O00422	804901D1	Nuclear speckle	biomolecular
Q96N46	804901D1	Nuclear speckle	biomolecular
P50613	804901D1	Nuclear speckle	biomolecular
Q9NVI1	804901D1	Nuclear speckle	biomolecular
P50750	804901D1	Nuclear speckle	biomolecular
Q13905	804901D1	Nuclear speckle	biomolecular
P84103	804901D1	Nuclear speckle	biomolecular
Q04206	804901D1	Nuclear speckle	biomolecular
Q15428	804901D1	Nuclear speckle	biomolecular
Q9NVM6	804901D1	Nuclear speckle	biomolecular
Q6P6C2	804901D1	Nuclear speckle	biomolecular
P36897	804901D1	Nuclear speckle	biomolecular
Q96QD9	804901D1	Nuclear speckle	biomolecular
Q9Y3M2	804901D1	Nuclear speckle	biomolecular
P25685	804901D1	Nuclear speckle	biomolecular
Q12906	804901D1	Nuclear speckle	biomolecular
Q03518	804901D1	Nuclear speckle	biomolecular
Q9Y3Y2	804901D1	Nuclear speckle	biomolecular
P52298	804901D1	Nuclear speckle	biomolecular
O75643	804901D1	Nuclear speckle	biomolecular
P09012	804901D1	Nuclear speckle	biomolecular
Q8IZL2	804901D1	Nuclear speckle	biomolecular
P61326	804901D1	Nuclear speckle	biomolecular
Q9P0U4	804901D1	Nuclear speckle	biomolecular
Q13526	804901D1	Nuclear speckle	biomolecular
Q96ME1	804901D1	Nuclear speckle	biomolecular
Q9H093	804901D1	Nuclear speckle	biomolecular
Q9BZJ0	804901D1	Nuclear speckle	biomolecular
Q9NYF8	804901D1	Nuclear speckle	biomolecular
O60885	804901D1	Nuclear speckle	biomolecular
Q09028	804901D1	Nuclear speckle	biomolecular
P84090	804901D1	Nuclear speckle	biomolecular
Q9H0G5	804901D1	Nuclear speckle	biomolecular
Q13427	804901D1	Nuclear speckle	biomolecular
P40763	804901D1	Nuclear speckle	biomolecular
Q86X55	804901D1	Nuclear speckle	biomolecular
Q05066	804901D1	Nuclear speckle	biomolecular
P50222	804901D1	Nuclear speckle	biomolecular
Q86WT6	804901D1	Nuclear speckle	biomolecular
P09661	804901D1	Nuclear speckle	biomolecular
Q14004	804901D1	Nuclear speckle	biomolecular
P38919	804901D1	Nuclear speckle	biomolecular
P11362	804901D1	Nuclear speckle	biomolecular
Q9H1I8	804901D1	Nuclear speckle	biomolecular
Q07955	804901D1	Nuclear speckle	biomolecular
Q8IYB3	804901D1	Nuclear speckle	biomolecular
Q86YP4	804901D1	Nuclear speckle	biomolecular
P06493	804901D1	Nuclear speckle	biomolecular
Q13435	804901D1	Nuclear speckle	biomolecular
Q9UPS6	804901D1	Nuclear speckle	biomolecular
O43781	804901D1	Nuclear speckle	biomolecular
Q9H244	804901D1	Nuclear speckle	biomolecular
Q92598	804901D1	Nuclear speckle	biomolecular
Q9UER7	804901D1	Nuclear speckle	biomolecular
P62877	804901D1	Nuclear speckle	biomolecular
Q86U42	804901D1	Nuclear speckle	biomolecular
Q8WXF1	804901D1	Nuclear speckle	biomolecular
P08579	804901D1	Nuclear speckle	biomolecular
P17676	804901D1	Nuclear speckle	biomolecular
Q9BZ67	804901D1	Nuclear speckle	biomolecular
Q969G3	804901D1	Nuclear speckle	biomolecular
Q86U06	804901D1	Nuclear speckle	biomolecular
O43670	804901D1	Nuclear speckle	biomolecular
O43447	804901D1	Nuclear speckle	biomolecular
Q00839	804901D1	Nuclear speckle	biomolecular
Q9C0B1	804901D1	Nuclear speckle	biomolecular
Q9H9J4	804901D1	Nuclear speckle	biomolecular
P63165	804901D1	Nuclear speckle	biomolecular
P26599	804901D1	Nuclear speckle	biomolecular
P25788	804901D1	Nuclear speckle	biomolecular
Q13247	804901D1	Nuclear speckle	biomolecular
Q9ULX6	804901D1	Nuclear speckle	biomolecular
Q15287	804901D1	Nuclear speckle	biomolecular
P84022	804901D1	Nuclear speckle	biomolecular
O75494	804901D1	Nuclear speckle	biomolecular
Q13618	804901D1	Nuclear speckle	biomolecular
P55199	804901D1	Nuclear speckle	biomolecular
Q9Y383	804901D1	Nuclear speckle	biomolecular
P08621	804901D1	Nuclear speckle	biomolecular
Q8TF01	804901D1	Nuclear speckle	biomolecular
Q2KHN1	804901D1	Nuclear speckle	biomolecular
O75934	804901D1	Nuclear speckle	biomolecular
Q8N5F7	804901D1	Nuclear speckle	biomolecular
Q15020	804901D1	Nuclear speckle	biomolecular
Q15637	804901D1	Nuclear speckle	biomolecular
P26368	804901D1	Nuclear speckle	biomolecular
Q96SQ7	804901D1	Nuclear speckle	biomolecular
P51531	804901D1	Nuclear speckle	biomolecular
Q96MU7	804901D1	Nuclear speckle	biomolecular
Q3ZCQ8	804901D1	Nuclear speckle	biomolecular
Q86V81	804901D1	Nuclear speckle	biomolecular
P35637	804901D1	Nuclear speckle	biomolecular
P09651	804901D1	Nuclear speckle	biomolecular
Q96JC9	804901D1	Nuclear speckle	biomolecular
Q96JK9	804901D1	Nuclear speckle	biomolecular
O15047	804901D1	Nuclear speckle	biomolecular
Q9UKV8	804901D1	Nuclear speckle	biomolecular
Q8WXI9	804901D1	Nuclear speckle	biomolecular
Q13627	804901D1	Nuclear speckle	biomolecular
Q9NQ29	804901D1	Nuclear speckle	biomolecular
Q9HCG8	804901D1	Nuclear speckle	biomolecular
Q92585	804901D1	Nuclear speckle	biomolecular
Q9Y230	804901D1	Nuclear speckle	biomolecular
Q15007	804901D1	Nuclear speckle	biomolecular
Q13535	804901D1	Nuclear speckle	biomolecular
P23246	804901D1	Nuclear speckle	biomolecular
O14980	804901D1	Nuclear speckle	biomolecular
Q9UJ72	804901D1	Nuclear speckle	biomolecular
O15234	804901D1	Nuclear speckle	biomolecular
O15527	804901D1	Nuclear speckle	biomolecular
Q16630	804901D1	Nuclear speckle	biomolecular
O43791	804901D1	Nuclear speckle	biomolecular
P49760	804901D1	Nuclear speckle	biomolecular
Q5JVS0	804901D1	Nuclear speckle	biomolecular
Q15459	804901D1	Nuclear speckle	biomolecular
Q8N9N2	804901D1	Nuclear speckle	biomolecular
Q96I25	804901D1	Nuclear speckle	biomolecular
Q9Y2W1	804901D1	Nuclear speckle	biomolecular
P43628	804901D1	Nuclear speckle	biomolecular
Q9NRA8	804901D1	Nuclear speckle	biomolecular
Q7L014	804901D1	Nuclear speckle	biomolecular
O60563	804901D1	Nuclear speckle	biomolecular
Q6PJT7	804901D1	Nuclear speckle	biomolecular
Q13838	804901D1	Nuclear speckle	biomolecular
Q9UQ35	804901D1	Nuclear speckle	biomolecular
P52824	804901D1	Nuclear speckle	biomolecular
O75152	804901D1	Nuclear speckle	biomolecular
P02545	804901D1	Nuclear speckle	biomolecular
Q9UJ70	804901D1	Nuclear speckle	biomolecular
P0DMV8	804901D1	Nuclear speckle	biomolecular
O15042	804901D1	Nuclear speckle	biomolecular
Q9UKY1	804901D1	Nuclear speckle	biomolecular
Q08170	804901D1	Nuclear speckle	biomolecular
Q9H2U1	804901D1	Nuclear speckle	biomolecular
P61011	804901D1	Nuclear speckle	biomolecular
Q12874	804901D1	Nuclear speckle	biomolecular
Q9BWG6	804901D1	Nuclear speckle	biomolecular
Q01844	804901D1	Nuclear speckle	biomolecular
P22626	804901D1	Nuclear speckle	biomolecular
Q8NDT2	804901D1	Nuclear speckle	biomolecular
Q92766	804901D1	Nuclear speckle	biomolecular
Q9Y6X2	804901D1	Nuclear speckle	biomolecular
Q8WYQ5	804901D1	Nuclear speckle	biomolecular
P51532	804901D1	Nuclear speckle	biomolecular
Q09161	804901D1	Nuclear speckle	biomolecular
O75554	804901D1	Nuclear speckle	biomolecular
P25490	804901D1	Nuclear speckle	biomolecular
Q5HYJ3	804901D1	Nuclear speckle	biomolecular
Q9UK58	804901D1	Nuclear speckle	biomolecular
P05388	804901D1	Nuclear speckle	biomolecular
P42768	804901D1	Nuclear speckle	biomolecular
O75319	804901D1	Nuclear speckle	biomolecular
Q9Y2N7	804901D1	Nuclear speckle	biomolecular
Q15365	804901D1	Nuclear speckle	biomolecular
P10636	804901D1	Nuclear speckle	biomolecular
Q12905	804901D1	Nuclear speckle	biomolecular
Q9H3P2	81D2A7B6	Nuclear stress body	biomolecular
P23771	ECBAC048	MegaTrans enhancer complex	biomolecular
Q00613	81D2A7B6	Nuclear stress body	biomolecular
Q13242	81D2A7B6	Nuclear stress body	biomolecular
P24928	81D2A7B6	Nuclear stress body	biomolecular
Q03933	81D2A7B6	Nuclear stress body	biomolecular
Q16629	81D2A7B6	Nuclear stress body	biomolecular
Q15424	81D2A7B6	Nuclear stress body	biomolecular
Q8IXH7	81D2A7B6	Nuclear stress body	biomolecular
P18615	81D2A7B6	Nuclear stress body	biomolecular
O94916	81D2A7B6	Nuclear stress body	biomolecular
O43781	8908B6CB	DYRK3 speckle	biomolecular
Q07157	CCFFAF5A	Junctional condensate	biomolecular
P11142	BEB5E62D	Anisosome	biomolecular
P42858	518B4F3F	Htt inclusion	biomolecular
P17066	BEB5E62D	Anisosome	biomolecular
O00444	1DAEF59B	Pericentriolar matrix	biomolecular
Q96MT8	1DAEF59B	Pericentriolar matrix	biomolecular
O94986	1DAEF59B	Pericentriolar matrix	biomolecular
Q15154	1DAEF59B	Pericentriolar matrix	biomolecular
O95049	CCFFAF5A	Junctional condensate	biomolecular
P0DMV8	BEB5E62D	Anisosome	biomolecular
P11021	BEB5E62D	Anisosome	biomolecular
P34931	BEB5E62D	Anisosome	biomolecular
Q8N884	1A0B17A6	cGAS foci	biomolecular
Q9Y4E8	1A0B17A6	cGAS foci	biomolecular
Q8NI35	CCFFAF5A	Junctional condensate	biomolecular
Q5TCQ9	CCFFAF5A	Junctional condensate	biomolecular
Q9UHD2	7F558BCC	STING phase-separator	biomolecular
Q86WV6	7F558BCC	STING phase-separator	biomolecular
Q9UDY2	CCFFAF5A	Junctional condensate	biomolecular
A7MCY6	E8F4C1F2	Sint speckle	biomolecular
P55072	550E224B	Proteasome condensate	biomolecular
P54727	550E224B	Proteasome condensate	biomolecular
Q05086	550E224B	Proteasome condensate	biomolecular
Q9H3S7	E8F4C1F2	Sint speckle	biomolecular
Q9H6S1	E8F4C1F2	Sint speckle	biomolecular
Q76KD6	8C2F96ED	Centrosome	biomolecular
P36405	8C2F96ED	Centrosome	biomolecular
P25054	8C2F96ED	Centrosome	biomolecular
Q8NHQ1	8C2F96ED	Centrosome	biomolecular
Q6IQ19	8C2F96ED	Centrosome	biomolecular
Q9BY41	8C2F96ED	Centrosome	biomolecular
Q9NTK5	8C2F96ED	Centrosome	biomolecular
P09874	8C2F96ED	Centrosome	biomolecular
P50395	8C2F96ED	Centrosome	biomolecular
O15143	8C2F96ED	Centrosome	biomolecular
P78396	8C2F96ED	Centrosome	biomolecular
P04899	8C2F96ED	Centrosome	biomolecular
Q76N32	8C2F96ED	Centrosome	biomolecular
P52209	8C2F96ED	Centrosome	biomolecular
Q9Y265	8C2F96ED	Centrosome	biomolecular
Q00987	8C2F96ED	Centrosome	biomolecular
O14757	8C2F96ED	Centrosome	biomolecular
P51587	8C2F96ED	Centrosome	biomolecular
Q92834	8C2F96ED	Centrosome	biomolecular
Q12769	8C2F96ED	Centrosome	biomolecular
Q14194	8C2F96ED	Centrosome	biomolecular
P42345	8C2F96ED	Centrosome	biomolecular
Q9NPJ1	8C2F96ED	Centrosome	biomolecular
Q08211	8C2F96ED	Centrosome	biomolecular
P21964	8C2F96ED	Centrosome	biomolecular
Q66K74	8C2F96ED	Centrosome	biomolecular
Q9ULD2	8C2F96ED	Centrosome	biomolecular
O76070	8C2F96ED	Centrosome	biomolecular
Q14247	8C2F96ED	Centrosome	biomolecular
Q9Y277	8C2F96ED	Centrosome	biomolecular
O43670	8C2F96ED	Centrosome	biomolecular
Q9Y3E7	8C2F96ED	Centrosome	biomolecular
Q8TDX7	8C2F96ED	Centrosome	biomolecular
Q9UQB9	8C2F96ED	Centrosome	biomolecular
Q8NEM0	8C2F96ED	Centrosome	biomolecular
Q8N0Z3	8C2F96ED	Centrosome	biomolecular
Q3KR16	8C2F96ED	Centrosome	biomolecular
O60447	8C2F96ED	Centrosome	biomolecular
Q9BVJ7	8C2F96ED	Centrosome	biomolecular
P27361	8C2F96ED	Centrosome	biomolecular
O76095	8C2F96ED	Centrosome	biomolecular
Q96PF2	8C2F96ED	Centrosome	biomolecular
Q96JB5	8C2F96ED	Centrosome	biomolecular
Q9BXH1	8C2F96ED	Centrosome	biomolecular
Q9BTV5	8C2F96ED	Centrosome	biomolecular
P61163	8C2F96ED	Centrosome	biomolecular
P33992	8C2F96ED	Centrosome	biomolecular
Q9BTW9	8C2F96ED	Centrosome	biomolecular
Q9BVV6	8C2F96ED	Centrosome	biomolecular
O00522	8C2F96ED	Centrosome	biomolecular
P42229	8C2F96ED	Centrosome	biomolecular
Q8IWZ6	8C2F96ED	Centrosome	biomolecular
Q8NA72	8C2F96ED	Centrosome	biomolecular
Q9H1A4	8C2F96ED	Centrosome	biomolecular
Q9UJT2	8C2F96ED	Centrosome	biomolecular
Q15691	8C2F96ED	Centrosome	biomolecular
P57058	8C2F96ED	Centrosome	biomolecular
Q13761	8C2F96ED	Centrosome	biomolecular
O00459	8C2F96ED	Centrosome	biomolecular
P05067	8C2F96ED	Centrosome	biomolecular
Q7Z7A1	8C2F96ED	Centrosome	biomolecular
Q9P209	8C2F96ED	Centrosome	biomolecular
Q5SZL2	8C2F96ED	Centrosome	biomolecular
P29144	8C2F96ED	Centrosome	biomolecular
Q5JVL4	8C2F96ED	Centrosome	biomolecular
Q96FI4	8C2F96ED	Centrosome	biomolecular
P36873	8C2F96ED	Centrosome	biomolecular
P02511	8C2F96ED	Centrosome	biomolecular
P49768	8C2F96ED	Centrosome	biomolecular
P43487	8C2F96ED	Centrosome	biomolecular
P49023	8C2F96ED	Centrosome	biomolecular
P63167	8C2F96ED	Centrosome	biomolecular
Q6P2H3	8C2F96ED	Centrosome	biomolecular
Q96Q89	8C2F96ED	Centrosome	biomolecular
P06239	8C2F96ED	Centrosome	biomolecular
Q9C099	8C2F96ED	Centrosome	biomolecular
O43781	8C2F96ED	Centrosome	biomolecular
P19784	8C2F96ED	Centrosome	biomolecular
Q8TC76	8C2F96ED	Centrosome	biomolecular
Q9BYV8	8C2F96ED	Centrosome	biomolecular
Q13098	8C2F96ED	Centrosome	biomolecular
Q15797	8C2F96ED	Centrosome	biomolecular
P40763	8C2F96ED	Centrosome	biomolecular
P62136	8C2F96ED	Centrosome	biomolecular
Q02750	8C2F96ED	Centrosome	biomolecular
O75665	8C2F96ED	Centrosome	biomolecular
P29966	8C2F96ED	Centrosome	biomolecular
Q15208	8C2F96ED	Centrosome	biomolecular
O95072	8C2F96ED	Centrosome	biomolecular
O43566	8C2F96ED	Centrosome	biomolecular
Q9NRI5	8C2F96ED	Centrosome	biomolecular
Q9H4B6	8C2F96ED	Centrosome	biomolecular
Q14204	8C2F96ED	Centrosome	biomolecular
Q9UBW8	8C2F96ED	Centrosome	biomolecular
Q9NRM7	8C2F96ED	Centrosome	biomolecular
Q13946	8C2F96ED	Centrosome	biomolecular
Q9C0F1	8C2F96ED	Centrosome	biomolecular
P41236	8C2F96ED	Centrosome	biomolecular
O95835	8C2F96ED	Centrosome	biomolecular
P29762	8C2F96ED	Centrosome	biomolecular
Q9BT25	8C2F96ED	Centrosome	biomolecular
Q14683	8C2F96ED	Centrosome	biomolecular
P31323	8C2F96ED	Centrosome	biomolecular
O15066	8C2F96ED	Centrosome	biomolecular
Q14789	8C2F96ED	Centrosome	biomolecular
P53985	8C2F96ED	Centrosome	biomolecular
O15360	8C2F96ED	Centrosome	biomolecular
P78559	8C2F96ED	Centrosome	biomolecular
Q9UJT0	8C2F96ED	Centrosome	biomolecular
Q9NVX0	8C2F96ED	Centrosome	biomolecular
Q5TF58	8C2F96ED	Centrosome	biomolecular
Q13547	8C2F96ED	Centrosome	biomolecular
Q66GS9	8C2F96ED	Centrosome	biomolecular
Q17RS7	8C2F96ED	Centrosome	biomolecular
Q9Y2H1	8C2F96ED	Centrosome	biomolecular
Q96KG9	8C2F96ED	Centrosome	biomolecular
Q13464	8C2F96ED	Centrosome	biomolecular
P60510	8C2F96ED	Centrosome	biomolecular
P13861	8C2F96ED	Centrosome	biomolecular
Q9H8S9	8C2F96ED	Centrosome	biomolecular
Q9GZM8	8C2F96ED	Centrosome	biomolecular
P06493	8C2F96ED	Centrosome	biomolecular
P11801	8C2F96ED	Centrosome	biomolecular
P06748	8C2F96ED	Centrosome	biomolecular
Q9NXR1	8C2F96ED	Centrosome	biomolecular
Q9BW27	8C2F96ED	Centrosome	biomolecular
Q9NV58	8C2F96ED	Centrosome	biomolecular
O43293	8C2F96ED	Centrosome	biomolecular
Q5VT06	8C2F96ED	Centrosome	biomolecular
Q15642	8C2F96ED	Centrosome	biomolecular
Q96S59	8C2F96ED	Centrosome	biomolecular
Q9Y2I6	8C2F96ED	Centrosome	biomolecular
O15078	8C2F96ED	Centrosome	biomolecular
Q9UL46	8C2F96ED	Centrosome	biomolecular
Q9H8X2	8C2F96ED	Centrosome	biomolecular
Q9UI95	8C2F96ED	Centrosome	biomolecular
Q684P5	8C2F96ED	Centrosome	biomolecular
P42858	8C2F96ED	Centrosome	biomolecular
P68400	8C2F96ED	Centrosome	biomolecular
Q9C0D2	8C2F96ED	Centrosome	biomolecular
Q96K30	8C2F96ED	Centrosome	biomolecular
Q13439	8C2F96ED	Centrosome	biomolecular
Q96F15	8C2F96ED	Centrosome	biomolecular
Q96EA4	8C2F96ED	Centrosome	biomolecular
Q96Q42	8C2F96ED	Centrosome	biomolecular
Q92905	8C2F96ED	Centrosome	biomolecular
P49815	8C2F96ED	Centrosome	biomolecular
Q2M2Z5	8C2F96ED	Centrosome	biomolecular
P04629	8C2F96ED	Centrosome	biomolecular
Q5EBL4	8C2F96ED	Centrosome	biomolecular
Q9NY27	8C2F96ED	Centrosome	biomolecular
O43242	8C2F96ED	Centrosome	biomolecular
P10636	8C2F96ED	Centrosome	biomolecular
Q99828	8C2F96ED	Centrosome	biomolecular
Q5JVF3	8C2F96ED	Centrosome	biomolecular
O95997	8C2F96ED	Centrosome	biomolecular
P08F94	8C2F96ED	Centrosome	biomolecular
O43805	8C2F96ED	Centrosome	biomolecular
Q96ST8	8C2F96ED	Centrosome	biomolecular
Q7L9L4	8C2F96ED	Centrosome	biomolecular
Q13415	8C2F96ED	Centrosome	biomolecular
P23258	8C2F96ED	Centrosome	biomolecular
Q14289	8C2F96ED	Centrosome	biomolecular
O75367	8C2F96ED	Centrosome	biomolecular
Q9HC98	8C2F96ED	Centrosome	biomolecular
P53350	8C2F96ED	Centrosome	biomolecular
O95983	8C2F96ED	Centrosome	biomolecular
Q13554	8C2F96ED	Centrosome	biomolecular
P60484	8C2F96ED	Centrosome	biomolecular
Q96NS1	8C2F96ED	Centrosome	biomolecular
Q9NYH9	8C2F96ED	Centrosome	biomolecular
O60341	8C2F96ED	Centrosome	biomolecular
O14965	8C2F96ED	Centrosome	biomolecular
Q5SW96	8C2F96ED	Centrosome	biomolecular
P04637	8C2F96ED	Centrosome	biomolecular
P41002	8C2F96ED	Centrosome	biomolecular
Q9BQ89	8C2F96ED	Centrosome	biomolecular
Q9P1Z0	8C2F96ED	Centrosome	biomolecular
P54257	8C2F96ED	Centrosome	biomolecular
P55290	8C2F96ED	Centrosome	biomolecular
P62258	8C2F96ED	Centrosome	biomolecular
O75116	8C2F96ED	Centrosome	biomolecular
Q13177	8C2F96ED	Centrosome	biomolecular
Q9H4B4	8C2F96ED	Centrosome	biomolecular
P49916	8C2F96ED	Centrosome	biomolecular
Q8IZT6	8C2F96ED	Centrosome	biomolecular
P21127	8C2F96ED	Centrosome	biomolecular
O43504	8C2F96ED	Centrosome	biomolecular
O60308	8C2F96ED	Centrosome	biomolecular
P38646	8C2F96ED	Centrosome	biomolecular
O15111	8C2F96ED	Centrosome	biomolecular
Q9H0N0	8C2F96ED	Centrosome	biomolecular
P62699	8C2F96ED	Centrosome	biomolecular
Q96JE9	8C2F96ED	Centrosome	biomolecular
Q14203	8C2F96ED	Centrosome	biomolecular
Q92569	8C2F96ED	Centrosome	biomolecular
Q14980	8C2F96ED	Centrosome	biomolecular
Q9UNS2	8C2F96ED	Centrosome	biomolecular
Q7L5Y9	8C2F96ED	Centrosome	biomolecular
Q86VQ0	8C2F96ED	Centrosome	biomolecular
Q5FBB7	8C2F96ED	Centrosome	biomolecular
P41208	8C2F96ED	Centrosome	biomolecular
P53990	8C2F96ED	Centrosome	biomolecular
Q6VVB1	8C2F96ED	Centrosome	biomolecular
Q9Y230	8C2F96ED	Centrosome	biomolecular
Q9Y696	8C2F96ED	Centrosome	biomolecular
Q9UBK9	8C2F96ED	Centrosome	biomolecular
O14977	8C2F96ED	Centrosome	biomolecular
Q8TD31	8C2F96ED	Centrosome	biomolecular
Q9H0K1	8C2F96ED	Centrosome	biomolecular
Q9H4X1	8C2F96ED	Centrosome	biomolecular
P41134	8C2F96ED	Centrosome	biomolecular
Q9Y6D9	8C2F96ED	Centrosome	biomolecular
O60716	8C2F96ED	Centrosome	biomolecular
Q13153	8C2F96ED	Centrosome	biomolecular
Q05086	8C2F96ED	Centrosome	biomolecular
Q6UVJ0	8C2F96ED	Centrosome	biomolecular
P45983	8C2F96ED	Centrosome	biomolecular
P27816	8C2F96ED	Centrosome	biomolecular
Q70YC5	8C2F96ED	Centrosome	biomolecular
Q99075	8C2F96ED	Centrosome	biomolecular
Q9Y2X7	8C2F96ED	Centrosome	biomolecular
Q9BYG4	8C2F96ED	Centrosome	biomolecular
Q8TEP8	8C2F96ED	Centrosome	biomolecular
Q8WXW3	8C2F96ED	Centrosome	biomolecular
Q9NYA1	8C2F96ED	Centrosome	biomolecular
Q8NFJ9	8C2F96ED	Centrosome	biomolecular
Q9UPV0	8C2F96ED	Centrosome	biomolecular
Q92597	8C2F96ED	Centrosome	biomolecular
P08754	8C2F96ED	Centrosome	biomolecular
P61981	8C2F96ED	Centrosome	biomolecular
Q9UBP0	8C2F96ED	Centrosome	biomolecular
Q8N8E3	8C2F96ED	Centrosome	biomolecular
Q9BZD4	8C2F96ED	Centrosome	biomolecular
Q9Y6F1	8C2F96ED	Centrosome	biomolecular
Q6NUQ1	8C2F96ED	Centrosome	biomolecular
Q86XR8	8C2F96ED	Centrosome	biomolecular
O60688	8C2F96ED	Centrosome	biomolecular
P29590	8C2F96ED	Centrosome	biomolecular
Q8WWK9	8C2F96ED	Centrosome	biomolecular
Q86SG6	8C2F96ED	Centrosome	biomolecular
P09497	8C2F96ED	Centrosome	biomolecular
Q14008	8C2F96ED	Centrosome	biomolecular
Q13315	8C2F96ED	Centrosome	biomolecular
O95613	8C2F96ED	Centrosome	biomolecular
P09104	8C2F96ED	Centrosome	biomolecular
Q9UHD8	8C2F96ED	Centrosome	biomolecular
Q9Y496	8C2F96ED	Centrosome	biomolecular
P42574	8C2F96ED	Centrosome	biomolecular
P40121	8C2F96ED	Centrosome	biomolecular
Q13526	8C2F96ED	Centrosome	biomolecular
Q99569	8C2F96ED	Centrosome	biomolecular
O75410	8C2F96ED	Centrosome	biomolecular
Q96GE4	8C2F96ED	Centrosome	biomolecular
Q8NHV4	8C2F96ED	Centrosome	biomolecular
Q7L5N1	8C2F96ED	Centrosome	biomolecular
O75330	8C2F96ED	Centrosome	biomolecular
O43303	8C2F96ED	Centrosome	biomolecular
P14635	8C2F96ED	Centrosome	biomolecular
Q8IW41	8C2F96ED	Centrosome	biomolecular
P61968	8C2F96ED	Centrosome	biomolecular
O75496	8C2F96ED	Centrosome	biomolecular
Q14191	8C2F96ED	Centrosome	biomolecular
Q9HC77	8C2F96ED	Centrosome	biomolecular
P23297	8C2F96ED	Centrosome	biomolecular
P32121	8C2F96ED	Centrosome	biomolecular
P61236	8C2F96ED	Centrosome	biomolecular
Q96HJ3	8C2F96ED	Centrosome	biomolecular
P24941	8C2F96ED	Centrosome	biomolecular
Q155Q3	8C2F96ED	Centrosome	biomolecular
Q13416	8C2F96ED	Centrosome	biomolecular
Q99816	8C2F96ED	Centrosome	biomolecular
Q3B820	8C2F96ED	Centrosome	biomolecular
Q96EZ8	8C2F96ED	Centrosome	biomolecular
P61201	8C2F96ED	Centrosome	biomolecular
Q1W6H9	8C2F96ED	Centrosome	biomolecular
O60927	8C2F96ED	Centrosome	biomolecular
Q15834	8C2F96ED	Centrosome	biomolecular
Q9ULJ1	8C2F96ED	Centrosome	biomolecular
P11309	8C2F96ED	Centrosome	biomolecular
Q13123	8C2F96ED	Centrosome	biomolecular
Q9Y2T1	8C2F96ED	Centrosome	biomolecular
O96017	8C2F96ED	Centrosome	biomolecular
Q13772	8C2F96ED	Centrosome	biomolecular
Q8TF40	8C2F96ED	Centrosome	biomolecular
P30307	8C2F96ED	Centrosome	biomolecular
P61266	8C2F96ED	Centrosome	biomolecular
Q13561	8C2F96ED	Centrosome	biomolecular
Q02156	8C2F96ED	Centrosome	biomolecular
Q96FJ2	8C2F96ED	Centrosome	biomolecular
Q96FC9	8C2F96ED	Centrosome	biomolecular
Q9H228	8C2F96ED	Centrosome	biomolecular
P36507	8C2F96ED	Centrosome	biomolecular
Q8TF09	8C2F96ED	Centrosome	biomolecular
P42025	8C2F96ED	Centrosome	biomolecular
P22692	8C2F96ED	Centrosome	biomolecular
Q9Y6G9	8C2F96ED	Centrosome	biomolecular
P50995	8C2F96ED	Centrosome	biomolecular
Q8IXJ6	8C2F96ED	Centrosome	biomolecular
Q9NS56	8C2F96ED	Centrosome	biomolecular
P36404	8C2F96ED	Centrosome	biomolecular
O43602	8C2F96ED	Centrosome	biomolecular
Q5T6F0	8C2F96ED	Centrosome	biomolecular
Q8TAM2	8C2F96ED	Centrosome	biomolecular
O15013	8C2F96ED	Centrosome	biomolecular
P06400	8C2F96ED	Centrosome	biomolecular
Q16584	8C2F96ED	Centrosome	biomolecular
P55036	8C2F96ED	Centrosome	biomolecular
P38936	8C2F96ED	Centrosome	biomolecular
Q96CW5	8C2F96ED	Centrosome	biomolecular
Q12815	8C2F96ED	Centrosome	biomolecular
Q96ED9	8C2F96ED	Centrosome	biomolecular
Q86SQ7	8C2F96ED	Centrosome	biomolecular
Q05397	8C2F96ED	Centrosome	biomolecular
O00139	8C2F96ED	Centrosome	biomolecular
P48729	8C2F96ED	Centrosome	biomolecular
O76050	8C2F96ED	Centrosome	biomolecular
P49711	8C2F96ED	Centrosome	biomolecular
