ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	ONTOLOGY
GO:0150104	transport across blood-brain barrier	1/478	88/17552	0.0113636363636364	0.417268923545074	-0.916927286199838	0.912481064602452	0.964254763792735	0.905496028833266	FABP5	1	BP
GO:0002700	regulation of production of molecular mediator of immune response	3/478	201/17552	0.0149253731343284	0.548054705551739	-1.07824855714179	0.914212279751792	0.964986735844499	0.906183396747822	GPI/MIF/PHB1	3	BP
GO:0071805	potassium ion transmembrane transport	3/478	201/17552	0.0149253731343284	0.548054705551739	-1.07824855714179	0.914212279751792	0.964986735844499	0.906183396747822	FHL1/NOS1AP/YWHAE	3	BP
GO:0007586	digestion	2/478	148/17552	0.0135135135135135	0.496211692864413	-1.0297970576447	0.914497207503049	0.964986735844499	0.906183396747822	IREB2/PIR	2	BP
GO:0007492	endoderm development	1/478	89/17552	0.0112359550561798	0.412580508673781	-0.929568015348008	0.91487650958184	0.964986735844499	0.906183396747822	HMGA2	1	BP
GO:0097006	regulation of plasma lipoprotein particle levels	1/478	89/17552	0.0112359550561798	0.412580508673781	-0.929568015348008	0.91487650958184	0.964986735844499	0.906183396747822	ANGPTL4	1	BP
GO:1902373	negative regulation of mRNA catabolic process	1/478	89/17552	0.0112359550561798	0.412580508673781	-0.929568015348008	0.91487650958184	0.964986735844499	0.906183396747822	IREB2	1	BP
GO:2000243	positive regulation of reproductive process	1/478	89/17552	0.0112359550561798	0.412580508673781	-0.929568015348008	0.91487650958184	0.964986735844499	0.906183396747822	BAX	1	BP
GO:0006334	nucleosome assembly	1/478	90/17552	0.0111111111111111	0.407996280799628	-0.942097694068849	0.917206523234699	0.966673293749217	0.907767180974215	HMGB2	1	BP
GO:0045995	regulation of embryonic development	1/478	90/17552	0.0111111111111111	0.407996280799628	-0.942097694068849	0.917206523234699	0.966673293749217	0.907767180974215	INO80B	1	BP
GO:0046928	regulation of neurotransmitter secretion	1/478	90/17552	0.0111111111111111	0.407996280799628	-0.942097694068849	0.917206523234699	0.966673293749217	0.907767180974215	PFN2	1	BP
GO:0002252	immune effector process	15/478	751/17552	0.0199733688415446	0.733415418215044	-1.24935158861198	0.919098393898071	0.967263047287682	0.908320996736525	BCR/CEBPG/CRK/CYRIB/GPI/HMGB1/IL27/LGALS9/MIF/PHB1/SH2D1A/STXBP2/STXBP3/UNC13D/UNG	15	BP
