canonical_UniProtAC	family	label
O95833	broad	Membrane / receptor / extracellular
O95834	broad	Cytoplasmic / trafficking / cytoskeleton
O95835	broad	Proteostasis / ubiquitin / chaperone
O95835	broad	Signaling / enzymes
O95837	broad	Other / unclassified
O95838	broad	Membrane / receptor / extracellular
O95841	broad	Other / unclassified
O95843	broad	Other / unclassified
O95847	broad	Membrane / receptor / extracellular
O95847	broad	Mitochondrial / metabolism
O95848	broad	Signaling / enzymes
O95857	broad	Membrane / receptor / extracellular
O95858	broad	Membrane / receptor / extracellular
O95859	broad	Membrane / receptor / extracellular
O95861	broad	Proteostasis / ubiquitin / chaperone
O95861	broad	Signaling / enzymes
O95863	broad	Chromatin / transcription
O95864	broad	Other / unclassified
O95865	broad	Nuclear scaffold / pore / lamina
O95865	broad	Poorly characterized / specialized
O95866	broad	Membrane / receptor / extracellular
O95866	broad	Poorly characterized / specialized
O95867	broad	Membrane / receptor / extracellular
O95868	broad	Membrane / receptor / extracellular
O95870	broad	Membrane / receptor / extracellular
O95872	broad	Membrane / receptor / extracellular
O95873	broad	Poorly characterized / specialized
O95881	broad	Other / unclassified
O95886	broad	Other / unclassified
O95897	broad	Other / unclassified
O95900	broad	Translation / ribosome / biogenesis
O95900	broad	Mitochondrial / metabolism
O95900	broad	Signaling / enzymes
O95905	broad	Other / unclassified
O95907	broad	Membrane / receptor / extracellular
O95918	broad	Membrane / receptor / extracellular
O95922	broad	Poorly characterized / specialized
O95925	broad	Poorly characterized / specialized
O95925	broad	Signaling / enzymes
O95926	broad	RNA-binding / RNP
O95931	broad	Other / unclassified
O95932	broad	Signaling / enzymes
O95935	broad	Chromatin / transcription
O95936	broad	Chromatin / transcription
O95944	broad	Membrane / receptor / extracellular
O95947	broad	Chromatin / transcription
O95948	broad	Chromatin / transcription
O95954	broad	Signaling / enzymes
O95965	broad	Membrane / receptor / extracellular
O95967	broad	DNA repair / genome maintenance
O95967	broad	Membrane / receptor / extracellular
O95968	broad	Other / unclassified
O95969	broad	Other / unclassified
O95970	broad	Other / unclassified
O95971	broad	Membrane / receptor / extracellular
O95972	broad	Other / unclassified
O95976	broad	Membrane / receptor / extracellular
O95977	broad	Membrane / receptor / extracellular
O95980	broad	Other / unclassified
O95983	broad	Other / unclassified
O95985	broad	Chromatin / transcription
O95985	broad	DNA repair / genome maintenance
O95988	broad	Other / unclassified
O95989	broad	Signaling / enzymes
O95990	broad	Cytoplasmic / trafficking / cytoskeleton
O95992	broad	Other / unclassified
O95994	broad	DNA repair / genome maintenance
O95994	broad	Membrane / receptor / extracellular
O95995	broad	Cytoplasmic / trafficking / cytoskeleton
O95996	broad	RNA-binding / RNP
O95998	broad	Other / unclassified
O95999	broad	Other / unclassified
O96000	broad	Mitochondrial / metabolism
O96001	broad	Poorly characterized / specialized
O96001	broad	Signaling / enzymes
O96002	broad	Membrane / receptor / extracellular
O96002	broad	Poorly characterized / specialized
O96004	broad	Chromatin / transcription
O96005	broad	Membrane / receptor / extracellular
O96005	broad	Poorly characterized / specialized
O96006	broad	DNA repair / genome maintenance
O96006	broad	Poorly characterized / specialized
O96007	broad	Signaling / enzymes
O96008	broad	Membrane / receptor / extracellular
O96008	broad	Mitochondrial / metabolism
O96008	broad	Poorly characterized / specialized
O96009	broad	Signaling / enzymes
O96011	broad	Membrane / receptor / extracellular
O96013	broad	Signaling / enzymes
O96014	broad	Other / unclassified
O96015	broad	Cytoplasmic / trafficking / cytoskeleton
O96017	broad	DNA repair / genome maintenance
O96017	broad	Cell cycle / centrosome / spindle
O96017	broad	Signaling / enzymes
O96018	broad	Cytoplasmic / trafficking / cytoskeleton
O96019	broad	Cytoplasmic / trafficking / cytoskeleton
O96020	broad	Other / unclassified
O96024	broad	Signaling / enzymes
O96028	broad	Chromatin / transcription
O96028	broad	Signaling / enzymes
O97980	broad	Other / unclassified
P00156	broad	Other / unclassified
P00167	broad	Other / unclassified
P00325	broad	Mitochondrial / metabolism
P00326	broad	Mitochondrial / metabolism
P00338	broad	Mitochondrial / metabolism
P00338	broad	Signaling / enzymes
P00352	broad	Mitochondrial / metabolism
P00367	broad	Mitochondrial / metabolism
P00374	broad	Other / unclassified
P00387	broad	Cytoplasmic / trafficking / cytoskeleton
P00390	broad	Mitochondrial / metabolism
P00390	broad	Signaling / enzymes
P00395	broad	Mitochondrial / metabolism
P00403	broad	Membrane / receptor / extracellular
P00403	broad	Mitochondrial / metabolism
P00414	broad	Mitochondrial / metabolism
P00439	broad	Other / unclassified
P00441	broad	Mitochondrial / metabolism
P00450	broad	Mitochondrial / metabolism
P00451	broad	Other / unclassified
P00480	broad	Mitochondrial / metabolism
P00480	broad	Signaling / enzymes
P00488	broad	Signaling / enzymes
P00491	broad	Other / unclassified
P00492	broad	Signaling / enzymes
P00505	broad	DNA repair / genome maintenance
P00505	broad	Membrane / receptor / extracellular
P00505	broad	Mitochondrial / metabolism
P00505	broad	Signaling / enzymes
P00519	broad	Signaling / enzymes
P00533	broad	Membrane / receptor / extracellular
P00533	broad	Signaling / enzymes
P00540	broad	Signaling / enzymes
P00558	broad	Signaling / enzymes
P00568	broad	Cytoplasmic / trafficking / cytoskeleton
P00568	broad	Signaling / enzymes
P00709	broad	Other / unclassified
P00734	broad	Poorly characterized / specialized
P00736	broad	Other / unclassified
P00738	broad	Other / unclassified
P00739	broad	Other / unclassified
P00740	broad	Other / unclassified
P00746	broad	Signaling / enzymes
P00747	broad	Other / unclassified
P00748	broad	Signaling / enzymes
P00749	broad	Signaling / enzymes
P00750	broad	Other / unclassified
P00751	broad	Membrane / receptor / extracellular
P00797	broad	Other / unclassified
P00813	broad	Other / unclassified
P00846	broad	Membrane / receptor / extracellular
P00846	broad	Mitochondrial / metabolism
P00846	broad	Signaling / enzymes
P00915	broad	Other / unclassified
P00918	broad	Other / unclassified
P00966	broad	Mitochondrial / metabolism
P00966	broad	Signaling / enzymes
P00973	broad	Other / unclassified
P00995	broad	Signaling / enzymes
P01008	broad	Other / unclassified
P01009	broad	Signaling / enzymes
P01011	broad	Other / unclassified
P01019	broad	Other / unclassified
P01023	broad	Membrane / receptor / extracellular
P01023	broad	Signaling / enzymes
P01024	broad	Poorly characterized / specialized
P01031	broad	Other / unclassified
P01033	broad	Membrane / receptor / extracellular
P01034	broad	Other / unclassified
P01036	broad	Other / unclassified
P01037	broad	Other / unclassified
P01040	broad	Other / unclassified
P01042	broad	DNA repair / genome maintenance
P01100	broad	Chromatin / transcription
P01106	broad	Chromatin / transcription
P01111	broad	Signaling / enzymes
P01112	broad	Signaling / enzymes
P01116	broad	Signaling / enzymes
P01127	broad	Other / unclassified
P01130	broad	Membrane / receptor / extracellular
P01133	broad	Other / unclassified
P01135	broad	Other / unclassified
P01137	broad	Other / unclassified
P01138	broad	Other / unclassified
P01148	broad	Other / unclassified
P01160	broad	DNA repair / genome maintenance
P01160	broad	Cytoplasmic / trafficking / cytoskeleton
P01178	broad	Other / unclassified
P01185	broad	Other / unclassified
P01189	broad	Other / unclassified
P01210	broad	Other / unclassified
P01213	broad	Other / unclassified
P01215	broad	Membrane / receptor / extracellular
P01222	broad	Other / unclassified
P01225	broad	Other / unclassified
P01229	broad	Other / unclassified
P01236	broad	Cytoplasmic / trafficking / cytoskeleton
P01241	broad	Other / unclassified
P01242	broad	Other / unclassified
P01258	broad	Other / unclassified
P01266	broad	Other / unclassified
P01270	broad	Other / unclassified
P01275	broad	Other / unclassified
P01282	broad	Other / unclassified
P01286	broad	Other / unclassified
P01298	broad	Other / unclassified
P01303	broad	Other / unclassified
P01308	broad	Other / unclassified
P01350	broad	Other / unclassified
P01374	broad	Other / unclassified
P01375	broad	Membrane / receptor / extracellular
P01375	broad	Poorly characterized / specialized
P01563	broad	Membrane / receptor / extracellular
P01566	broad	Membrane / receptor / extracellular
P01567	broad	Membrane / receptor / extracellular
P01568	broad	Membrane / receptor / extracellular
P01569	broad	Membrane / receptor / extracellular
P01570	broad	Membrane / receptor / extracellular
P01571	broad	Membrane / receptor / extracellular
P01574	broad	Membrane / receptor / extracellular
P01579	broad	Membrane / receptor / extracellular
P01583	broad	Other / unclassified
P01584	broad	Other / unclassified
P01589	broad	Membrane / receptor / extracellular
P01591	broad	Membrane / receptor / extracellular
P01593	broad	Membrane / receptor / extracellular
P01594	broad	Membrane / receptor / extracellular
P01597	broad	Membrane / receptor / extracellular
P01599	broad	Membrane / receptor / extracellular
P01601	broad	Membrane / receptor / extracellular
P01602	broad	Membrane / receptor / extracellular
P01611	broad	Membrane / receptor / extracellular
P01614	broad	Membrane / receptor / extracellular
P01615	broad	Membrane / receptor / extracellular
P01619	broad	Membrane / receptor / extracellular
P01624	broad	Membrane / receptor / extracellular
P01699	broad	Membrane / receptor / extracellular
P01700	broad	Membrane / receptor / extracellular
P01701	broad	Membrane / receptor / extracellular
P01703	broad	Membrane / receptor / extracellular
P01704	broad	Membrane / receptor / extracellular
P01705	broad	Membrane / receptor / extracellular
P01706	broad	Membrane / receptor / extracellular
P01709	broad	Membrane / receptor / extracellular
P01714	broad	Membrane / receptor / extracellular
P01715	broad	Membrane / receptor / extracellular
P01717	broad	Membrane / receptor / extracellular
P01718	broad	Membrane / receptor / extracellular
P01721	broad	Membrane / receptor / extracellular
P01730	broad	Membrane / receptor / extracellular
P01732	broad	Membrane / receptor / extracellular
P01733	broad	Membrane / receptor / extracellular
P01737	broad	Membrane / receptor / extracellular
P01742	broad	Membrane / receptor / extracellular
P01743	broad	Membrane / receptor / extracellular
P01762	broad	Membrane / receptor / extracellular
P01763	broad	Membrane / receptor / extracellular
P01764	broad	Membrane / receptor / extracellular
P01766	broad	Membrane / receptor / extracellular
P01767	broad	Membrane / receptor / extracellular
P01768	broad	Membrane / receptor / extracellular
P01772	broad	Membrane / receptor / extracellular
P01780	broad	Membrane / receptor / extracellular
P01782	broad	Membrane / receptor / extracellular
P01814	broad	Membrane / receptor / extracellular
P01817	broad	Membrane / receptor / extracellular
P01824	broad	Membrane / receptor / extracellular
P01825	broad	Membrane / receptor / extracellular
P01833	broad	Membrane / receptor / extracellular
P01834	broad	Membrane / receptor / extracellular
P01848	broad	Membrane / receptor / extracellular
P01850	broad	Membrane / receptor / extracellular
P01854	broad	Membrane / receptor / extracellular
P01857	broad	Membrane / receptor / extracellular
P01859	broad	Membrane / receptor / extracellular
P01860	broad	Membrane / receptor / extracellular
P01861	broad	Membrane / receptor / extracellular
P01871	broad	Membrane / receptor / extracellular
P01876	broad	Membrane / receptor / extracellular
P01877	broad	Membrane / receptor / extracellular
P01880	broad	Membrane / receptor / extracellular
P01889	broad	Membrane / receptor / extracellular
P01893	broad	Membrane / receptor / extracellular
P01893	broad	Poorly characterized / specialized
P01903	broad	Membrane / receptor / extracellular
P01906	broad	Membrane / receptor / extracellular
P01909	broad	Membrane / receptor / extracellular
P01911	broad	Membrane / receptor / extracellular
P01920	broad	Membrane / receptor / extracellular
P02008	broad	Other / unclassified
P02042	broad	Other / unclassified
P02100	broad	Other / unclassified
P02144	broad	Cytoplasmic / trafficking / cytoskeleton
P02144	broad	Mitochondrial / metabolism
P02452	broad	Membrane / receptor / extracellular
P02458	broad	Membrane / receptor / extracellular
P02461	broad	Membrane / receptor / extracellular
P02462	broad	Membrane / receptor / extracellular
P02489	broad	Proteostasis / ubiquitin / chaperone
P02511	broad	Proteostasis / ubiquitin / chaperone
P02533	broad	Cytoplasmic / trafficking / cytoskeleton
P02538	broad	Cytoplasmic / trafficking / cytoskeleton
P02545	broad	Nuclear scaffold / pore / lamina
P02545	broad	Cytoplasmic / trafficking / cytoskeleton
P02549	broad	Cytoplasmic / trafficking / cytoskeleton
P02585	broad	Other / unclassified
P02647	broad	Other / unclassified
P02649	broad	Other / unclassified
P02652	broad	Other / unclassified
P02654	broad	Other / unclassified
P02656	broad	Other / unclassified
P02679	broad	Other / unclassified
P02686	broad	Membrane / receptor / extracellular
P02689	broad	Other / unclassified
P02708	broad	Membrane / receptor / extracellular
P02724	broad	Membrane / receptor / extracellular
P02730	broad	Other / unclassified
P02741	broad	Other / unclassified
P02743	broad	Membrane / receptor / extracellular
P02745	broad	Other / unclassified
P02746	broad	Other / unclassified
P02747	broad	Other / unclassified
P02748	broad	Other / unclassified
P02749	broad	Membrane / receptor / extracellular
P02750	broad	Membrane / receptor / extracellular
P02751	broad	Other / unclassified
P02753	broad	Other / unclassified
P02760	broad	Membrane / receptor / extracellular
P02763	broad	Membrane / receptor / extracellular
P02765	broad	Membrane / receptor / extracellular
P02766	broad	Other / unclassified
P02771	broad	Other / unclassified
P02775	broad	Other / unclassified
P02776	broad	Other / unclassified
P02778	broad	Membrane / receptor / extracellular
P02786	broad	Membrane / receptor / extracellular
P02786	broad	Signaling / enzymes
P02787	broad	Other / unclassified
P02788	broad	Other / unclassified
P02790	broad	Membrane / receptor / extracellular
P02792	broad	Other / unclassified
P02794	broad	Other / unclassified
P02808	broad	Other / unclassified
P02812	broad	Membrane / receptor / extracellular
P02814	broad	Other / unclassified
P02818	broad	Other / unclassified
P03372	broad	DNA repair / genome maintenance
P03372	broad	Membrane / receptor / extracellular
P03886	broad	Mitochondrial / metabolism
P03891	broad	Mitochondrial / metabolism
P03897	broad	Mitochondrial / metabolism
P03901	broad	Mitochondrial / metabolism
P03905	broad	Mitochondrial / metabolism
P03915	broad	Membrane / receptor / extracellular
P03915	broad	Mitochondrial / metabolism
P03915	broad	Signaling / enzymes
P03923	broad	Mitochondrial / metabolism
P03928	broad	Mitochondrial / metabolism
P03928	broad	Signaling / enzymes
P03950	broad	RNA-binding / RNP
P03951	broad	Other / unclassified
P03952	broad	Signaling / enzymes
P03956	broad	DNA repair / genome maintenance
P03956	broad	Membrane / receptor / extracellular
P03971	broad	Other / unclassified
P03973	broad	Signaling / enzymes
P03979	broad	Membrane / receptor / extracellular
P03986	broad	Membrane / receptor / extracellular
P03999	broad	Membrane / receptor / extracellular
P04000	broad	Membrane / receptor / extracellular
P04001	broad	Membrane / receptor / extracellular
P04003	broad	Other / unclassified
P04004	broad	Other / unclassified
P04035	broad	Signaling / enzymes
